name1,name2,street1,street2,city,state,zip,phone,intake1,intake2,intake1a,intake2a,service_code_info
SpectraCare Health Systems,The Haven,1001 John D Odom Road,,Dothan,AL,36303,800-951-4357,,,,,SA SUMH * RES RS * BU NU * NMAUT PMAT * UB RPN * BWN NXN LFXD MMD * CBT MXM RELP SACA TWFA * PVTN * STAG STMH * FSA MD PI SF SAMF * WN PW MN SE GL VET ADM MF CJ CO HV TRMA * CSAA ISC OPC STU SSA SMHD * BABA DAOF DAUT HIVT TBS * ACC DP NOE OFD * SHG HS AOSS * HAEC TAEC HEOH SAE TCC ICO GCO FCO * SMPD * YAD ADLT * FEM MALE * AH * VPPD * CM SSD
SpectraCare Health Systems,Barbour County Clinic,133 North Orange Avenue,,Eufaula,AL,36027,800-951-4357,,,,,SA SUMH * OP OIT OMB ORT * BU NU * NMAUT PMAT * AUINPE * BUM UB UN MWS NOOP * ACM BWN NXN CLND MMD NSC * CBT MXM RELP SACA * PVTN * STAG STMH * FSA MC MD MI PI SF SI SAMF * SS * AD TAY WN PW MN SE CO XA DV TRMA * CMHA CSAA ISC STU SSA SMHD * ACC DP OFD * AOSS * SAE TCC ICO GCO FCO * SMPD * CHLD ADLT * FEM MALE * AH * VPPD * CM DVFP MHS SPS
West Alabama Mental Health Center,Greene County,301 Prairie Avenue,,Eutaw,AL,35462,205-372-3106,800-239-2901,334-289-2410,,,SA * OP ORT * RPE PC * ACMA * AURPE AUPC * MOA * MMD * ANG BIA CBT CMI CRV MOTI RELP SACA TELE TRC * PVTN * STAG STMH STDH * FSA MD MI PI SF SI * PA SS * WN MN CO * CMHA CSAA ISC OPC STU SSA SMHD * DAUT TBS * ACC DP * SHG HS AOSS PEER EMP * SAE ICO GCO FCO MCO * SMON * YAD ADLT * FEM MALE * AH * VAPN * CM MHS SSD
Northwest Alabama Mental Health Ctr,Begin Again,123 2nd Avenue NW,,Fayette,AL,35555,205-932-3216,,800-489-3972,,,SA SUMH * OP ORT * PC * ACMA * AURPE * MOA * MMD * ANG BIA CBT CMI MOTI MXM RELP SACA TELE TRC * PVTN * STAG STMH STDH FQHC * FSA MC MD MI PI SF SI SAMF * SS * AD CO DV * CMHA CSAA ISC OPC STU SSA SMHD * BABA DAOF DAUT TBS * ACC DP OFD * PEER * TOD * HAEC TAEC SAE ICO GCO * SMPD * CHLD ADLT * FEM MALE * DU * AH * VPPD * CM DVFP MHS SPS
Northwest Alabama Mental Health Ctr,Start Program,2584 Highway 96,,Fayette,AL,35555,205-442-7049,,,,,SA SUMH * RES RS * NAUT * NOOP * MMD * ANG BIA CBT CMI MOTI MXM RELP SACA TRC TWFA * PVTN * STAG STMH FQHC * FSA MC MD MI PI SF SI * AD CO * CSAA STU SSA SMHD * DAUT * ACC DP OFD * SHG PEER * TOD * HEOH SAE ICO GCO FCO * SMON * CHLD YAD ADLT SNR * FEM * VAPN * CM MHS
Bradford Health Services,Florence Outreach,303 East College Street,Suite A,Florence,AL,35630,256-712-2959,888-762-3740,,,,SA * OP OIT OMB ORT * BU NU * INPE RPE PC * ACMA PMAT * AUINPE AURPE AUPC * BUM UB UN RPN MOA * ACM BSDM BWN BWON BERI NXN VTRL MMD NRT * ANG BIA CBT CMI CRV MOTI MXM RELP SACA TELE TRC TWFA * PVTP * STAG STMH JC * PI SF * WN MN * CSAA OPC MHPA STU SSA * BABA DAUT TBS * ACC DP NOE OFD * SHG PEER * TGD * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO * SMPD * YAD ADLT * FEM MALE * VPPD * CM SPS
Health Connect America,,115 Fairground Road,,Florence,AL,35630,256-712-2822,,,,,SA SUMH * OP OIT ORT * RPE * ACMA * AURPE * MOA MWS * ANG BIA CBT CMI MOTI MXM RELP SACA TELE TRC TWFA * PVTP * STAG STMH COA * MD PI SF * AD TAY WN PW MN SE GL VET ADM MF CJ CO COPSU HV XA DV TRMA * CMHA CSAA ISC OPC STU SSA SMHD PIEC * BABA DAUT * ACC DP NOE OFD * SHG HS AOSS RC PEER EMP * TGD TOD * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO VOC * SMPD * ADLT SNR * FEM MALE * AH * VPPD * CM DVFP EIH MHS SSD TA SPS
Southern Wellness Services,,---,,Florence,AL,35630,256-284-7080,,,,,SA SUMH * OP ORT * RPE * ACMA * AURPE * MOA * ANG CBT MOTI MXM RELP SACA TELE TRC * PVTP * STAG STMH FQHC * FSA MD PI SF SAMF * AD TAY WN PW MN SE GL VET CO DV TRMA * CSAA ISC OPC SSA SMHD * DAUT TBS * DP NOE OFD * HS AOSS PEER EMP * TGD * HAEC TAEC SAE ICO GCO FCO VOC * SMPD * CHLD ADLT * FEM MALE * VPPD * CM CCC MHS SSD TA
Bridge Inc,Fort Payne Addiction Treatment Ctr,100 7th Street NE,,Fort Payne,AL,35967,256-845-7767,,256-546-6324 x204,,,SA * OP ORT * PC * ACMA * AUPC * MOA * ANG CBT MOTI MXM RELP SACA TELE TRC * PVTN * STAG STMH * FSA MD PI SAMF * PA * CJ CO TRMA * CSAA ISC OPC STU SSA * DAUT TBS * ACC DP NOE OFD * HS AOSS EMP * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO * SMPD * YAD ADLT * FEM MALE * AH * VPPD * CM EIH SSD SPS
Family Life Center Inc,,300 Gault Avenue South,,Fort Payne,AL,35967,256-997-9356,,,,,SA * OP ORT * RPE PC * ACMA * AURPE AUPC * MOA * ANG BIA CBT CMI MOTI MXM RELP SACA TELE TRC * PVTN * STAG STMH * FSA MD PI SF * PA SS * CSAA ISC OPC STU SSA SMHD * DAUT TBS * ACC DP NOE OFD * AOSS PEER * HAEC TAEC HEOH SAE TCC ICO GCO FCO * SMPD * YAD ADLT * FEM MALE * AH * VPPD * CM SSD
BHG Gadsden Treatment Center,The Treatment Centers Inc,1121 Gardner Street,,Gadsden,AL,35901,256-549-0807,,,,,SA DT SUMH * OP OMB ORT * MU BU * NAUT * DB BUM OTP DM MM UB MWS * METH BWN BWON * BIA CBT CMI CRV MOTI MXM RELP SACA TELE TRC * PVTP * STAG STMH STDH JC FQHC SOTP DEA * FSA MC MD MI PI SF SI SAMF * PA * WN PW MN CO COPSU * CMHA CSAA ISC OPC MHPA STU SSA SMHD * DAOF DAUT TBS * ACC DP NOE OFD * HS AOSS PEER EMP * ODTX MDET * HAEC TAEC HEOH SAE TCC ICO GCO FCO VOC * SMPD * YAD ADLT * FEM MALE * OUDO * VPPD * CM DVFP SSD SPS
Bridge Inc,Northwood Addiction Treatment Center,3232 Lay Springs Road,,Gadsden,AL,35904,256-546-6324,256-546-6324 x204,,,,SA * RES RL * NMAUT * NMOA * ANG CBT MOTI RELP SACA TELE TRC * PVTN * STAG STMH * FSA SAMF * PA * AD CJ CO TRMA * CSAA OPC MHPA STU SSA * DAUT HIVT STDT TBS HBT HCT * ACC DP NOE OFD * HS AOSS PEER EMP * HAEC TAEC HEOH SAE TCC ICO GCO FCO VOC * SMON * CHLD YAD ADLT SNR * MALE * AH * VAPN * CM EIH SSD IPC SPS
CED Fellowship House Inc,,4209 Brooke Avenue,,Gadsden,AL,35904,256-413-3470,,256-413-3471,,,SA HH * RES RL RS * BU NU * INPE RPE PC * ACMA * AUINPE AURPE AUPC * BUM UB RPN MOA MWS * BWN BWON NXN MHIV MHCV MMD * ANG BIA CBT CMI MOTI MXM RELP SACA TRC TWFA * PVTN * STAG STMH * FSA SF SAMF * PA SS * MN CJ CO COPSU * CSAA ISC OPC SSA SMHD * DAOF DAUT HIVT TBS HCT * ACC DP NOE OFD * SHG HS RC PEER EMP * HAEC TAEC SAE ICO GCO FCO VOC * SMPD * YAD ADLT SNR * MALE * AH * VAPN * CM SSD
Clearview at Riverview Reg Med Ctr,,600 South 3rd Street,,Gadsden,AL,35901,256-543-5603,,256-543-5467,,,DT * HI HID * GH * BU NU * PC * ACMA * AURPE AUPC * DB UB RPN MOA * BWN BWON NXN VTRL MHIV MHCV LFXD CLND MMD MPEP NRT * ANG BIA CBT CMI MOTI RELP SACA TRC TWFA * PVTP * JC DEA * MC MD MI PI SF SI * TAY WN MN SE GL VET ADM MF CJ CO COPSU HV XA DV TRMA * CMHA CSAA OPC MHPA STU SSA * BABA DAOF DAUT HIVT STDT TBS MST HBT HCT * ACC DP NOE OFD * SHG RC PEER * TGD * ADTX BDTX CDTX MDTX ODTX MDET * HAEC TAEC HEOH SAE TCC ICO GCO * HAV HBV * SMPD * YAD ADLT * FEM MALE * AH * VPPD * CM DVFP SSD SPS
New Life for Women,,102 Centurion Way,,Gadsden,AL,35904,256-413-0200,,,,,SA * HI RES HIT RL RS * RPE * ACMA * AURPE AUPC * MOA * ANG CBT CMI MOTI MXM RELP SACA TRC TWFA * PVTN * STAG STMH * FSA ITU PI SF SAMF * WN * CSAA ISC OPC MHPA STU SSA * BABA DAUT HIVT STDT * DP OFD * SHG HS AOSS PEER EMP * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO VOC * SMPD * YAD ADLT SNR * FEM * VAPN * CM SSD TA
SpectraCare Health Systems,Geneva County Clinic,1203 West Maple Avenue,,Geneva,AL,36340,800-951-4357,,,,,SA SUMH * OP OIT OMB ORT * BU NU * NMAUT ACMA PMAT * AUINPE * BUM UB UN MWS * ACM BWN NXN CLND MMD NSC * CBT MXM RELP SACA * PVTN * STAG STMH * FSA MC MD MI PI SF SI SAMF * SS * AD TAY WN PW MN SE GL VET ADM MF CO XA DV TRMA * CMHA CSAA ISC STU SSA SMHD * DAUT TBS * ACC DP NOE OFD * AOSS * SAE TCC ICO GCO FCO * SMPD * CHLD ADLT * FEM MALE * AH * VPPD * CM MHS SPS
Cedar Lodge,A Program of MLBHC,22165 U.S. Highway 431,,Guntersville,AL,35976,256-582-4465 x203,,256-582-4465 x201,,,SA SUMH * HI OP RES HIT OMB ORT RS * RPE * ACMA * AURPE * MOA * ANG BIA CBT CMI MOTI RELP SACA TELE TRC TWFA * PVTN * STAG STMH * FSA MD MI PI SF SI SAMF * SS * CSAA ISC OPC STU SSA SMHD * BABA DAUT HIVT STDT TBS HBT HCT * ACC DP NOE * SHG HS AOSS PEER EMP * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO * SMPD * YAD ADLT * FEM MALE * VAPN * CM DVFP EIH MHS SSD IPC SPS
Family Life Center Inc,,432 Gunter Avenue,,Guntersville,AL,35976,256-582-1471,,,,,SA * OP ORT * RPE PC * ACMA * AURPE AUPC * MOA * ANG BIA CBT CMI MOTI MXM RELP SACA TELE TRC * PVTN * STAG STMH * FSA MD PI SF * PA SS * CSAA ISC OPC STU SSA SMHD * DAUT TBS * ACC DP NOE OFD * AOSS PEER * HAEC TAEC HEOH SAE TCC ICO GCO FCO * SMPD * YAD ADLT * FEM MALE * AH * VPPD * CM SSD
Northwest Alabama Mental Health Ctr,,71 Carraway Drive,,Haleyville,AL,35565,205-486-4111,,800-489-3974,,,SA SUMH * OP ORT * RPE * ACMA * AUPC * MOA * MMD * ANG BIA CBT CMI MOTI MXM RELP SACA TELE TRC TWFA * PVTN * STAG STMH FQHC * FSA MC MD MI PI SF SI SAMF * SS * AD * CMHA CSAA ISC STU SSA SMHD * DAUT TBS * ACC DP OFD * PEER * TOD * HAEC SAE ICO GCO FCO * SMPD * CHLD ADLT * FEM MALE * DU * AH * VPPD * CM DVFP MHS TA SPS
Northwest Alabama Mental Health Ctr,Marion County Mental Health,427 Smokey Bear Road,,Hamilton,AL,35570,205-921-2186,,800-489-3973,,,SA SUMH * OP ORT * RPE * ACMA * AUPC * MOA * MMD * ANG BIA CBT CMI MOTI MXM RELP SACA TELE TRC * PVTN * STAG STMH STDH FQHC * FSA MC MD MI PI SF SI SAMF * SS * AD * CMHA CSAA ISC STU SSA SMHD * DAOF DAUT TBS * ACC DP OFD * PEER * TOD * SAE ICO GCO FCO * SMPD * CHLD ADLT * FEM MALE * AH * VPPD * CM MHS SPS
Pathway Healthcare,,2131 Military Street South,,Hamilton,AL,35570,205-921-5556,,,,,SA SUMH * OP OMB ORT * BU NU * PMAT * AUINPE * BUM UB UN * ACM DSF BWN BERI NXN VTRL MHCV LFXD CLND MMD NRT NSC * ANG BIA CBT CMI MOTI RELP SACA TELE TRC * PVTP * STDH JC * MC MI PI SF SI * CMHA CSAA MHPA STU SSA SMHD * BABA DAOF DAUT HIVT MST HBT HCT * ACC DP NOE OFD * HS AOSS * TGD TOD * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO * SMPD * YAD ADLT * FEM MALE * VPPD * CM MHS IPC SPS
AIDS Action Coalition,DBA Thrive Alabama,415 Church Street,"Building E, Suites 4 and 10",Huntsville,AL,35801,256-536-4700 x9023,,,,,SA SUMH * OP OIT ORT * PC * PMAT * AUPC * MOA * DSF MHIV MHCV MMD MPEP NRT NSC * ANG BIA CBT MOTI MXM RELP SACA TELE TRC TWFA * PVTN * STAG STMH FQHC * FSA SAMF * PA SS * GL CJ CO HV TRMA * CMHA CSAA ISC OPC MHPA STU SSA SMHD PIEC * BABA DAUT HIVT STDT TBS MST HBT HCT * ACC DP NOE OFD * SHG HS AOSS EMP * HAEC TAEC HEOH SAE TCC ICO GCO * HAV HBV * SMPD * YAD ADLT * FEM MALE * AH * VPPD * CM DVFP EIH MHS SSD TA IPC SPS
Aletheia House,Womens Hope Outpatient,1525 Sparkman Drive NW,,Huntsville,AL,35816,256-278-3777,256-278-3777 x341,256-278-3777 x490,,,SA * OP ODT OIT OMB ORT * BU * RPE * ACMA * AUINPE * BUM UB MOA * BWN BWON * CBT CMI MOTI MXM RELP SACA TELE TRC TWFA * PVTN * STAG STMH FQHC SOTP * FSA MD SF SAMF * PA SS * TAY WN PW MN SE GL VET MF CO COPSU HV XA DV TRMA * CSAA OPC SSA * DAOF DAUT TBS * ACC DP NOE OFD * HS AOSS PEER * TGD * HAEC SAE ICO GCO FCO * SMPD * YAD ADLT * FEM MALE * VPPD * CM CCC SSD TA
Bradford Health Services,Huntsville Regional Office,6767 Old Madison Pike,"Building 6, Suites 610 and 620",Huntsville,AL,35806,256-895-3848,,,,,SA * OP OIT OMB ORT * BU NU * INPE RPE PC * ACMA PMAT * AUINPE AURPE AUPC * BUM UB UN RPN MOA * ACM BSDM BWN BWON BERI NXN VTRL MMD NRT * ANG BIA CBT CMI CRV MOTI MXM RELP SACA TELE TRC TWFA * PVTP * STAG STMH JC * MI PI SF * AD TAY WN MN * CSAA OPC MHPA STU SSA * BABA DAUT TBS * ACC DP NOE OFD * SHG PEER * TGD * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO * SMPD * CHLD ADLT * FEM MALE * VPPD * CM SPS
Drug Alternative Program Alabama,,5101 Meridian Street NW,,Huntsville,AL,35810,909-783-1094,256-232-4400,,,,SA * RES RL * NAUT * NOOP * ANG CMI MOTI RELP SACA TRC * PVTN * SF * MN * ACC DP OFD * SHG HS AOSS PEER EMP * HEOH SAE ICO GCO * SMON * YAD ADLT SNR * MALE * VAPN * CM SSD
Family Life Center Inc,,114 McCormick Drive NW,,Huntsville,AL,35811,256-464-2270,,,,,SA * OP ORT * RPE PC * ACMA * AURPE AUPC * MOA * ANG BIA CBT CMI MOTI MXM RELP SACA TELE TRC * PVTN * STAG STMH * FSA MD PI SF * PA SS * CSAA ISC OPC STU SSA SMHD * DAUT TBS * ACC DP NOE OFD * AOSS PEER * HAEC TAEC HEOH SAE TCC ICO GCO FCO * SMPD * YAD ADLT * FEM MALE * AH * VPPD * CM SSD
Huntsville Metro Treatment Center,Metro Treatment of Alabama LP,2227 Drake Avenue,Suite 19,Huntsville,AL,35805,256-881-1311,256-881-1311 x25805,,,,SA DT * OP OD OMB ORT * MU BU * NAUT * BUM OTP MM MWS * METH BWON * ANG BIA CBT MOTI RELP SACA TELE TRC * PVTP * STAG STMH CARF SOTP DEA * MC MD PI SF SAMF * TAY WN PW MN SE GL VET ADM MF CJ CO HV XA DV TRMA * CSAA OPC MHPA SSA SMHD * BABA DAOF DAUT STDT TBS * ACC DP NOE OFD * SHG HS AOSS RC PEER EMP * TGD * ODTX * HAEC HEOH SAE TCC ICO GCO FCO MCO VOC * SMPD * YAD ADLT * FEM MALE * OUDO * VPPD * CM SSD
Pathfinder Inc,,3104 Ivy Avenue SW,,Huntsville,AL,35805,256-534-7644,256-534-7644 x5196,,,,SA HH * RES RL * BU NU * PC * ACMA * AUPC * MOA * ACM BERI NXN VTRL MHIV MHCV CLND MMD NSC * BIA RELP TWFA * PVTN * SF * MN * OPC SSA * BABA DAOF DAUT * ACC DP NOE OFD * SHG HS AOSS RC PEER EMP * TGD * HAEC TAEC SAE ICO GCO * SMPD * YAD ADLT SNR * MALE * VPPD * CM SSD
Pathway Healthcare,,2010 South Point Park Circle,Suite 200,Huntsville,AL,35801,256-880-5818,,,,,SA SUMH * OP OIT OMB ORT * BU NU * ACMA PMAT * AUINPE * BUM UB UN RPN MWS * ACM DSF BWN BWON BERI NXN VTRL MHIV MHCV LFXD CLND MMD NRT NSC * CBT RELP SACA TELE TRC * PVTP * JC * MC MD MI PI SF * CSAA ISC OPC MHPA STU SSA SMHD PIEC * BABA DAOF DAUT HIVT MST HBT HCT * ACC DP NOE OFD * HS AOSS RC PEER EMP * TGD TOD * TAEC HEOH SAE TCC ICO GCO FCO MCO * HAV HBV * SMON * YAD ADLT * FEM MALE * VAPN * ACU CM EIH MHS TA
WellStone Inc,,4040 Memorial Parkway,,Huntsville,AL,35802,256-533-1970,256-705-6444,,,,SA SUMH * OP RES OIT OMB ORT RL RS * BU NU * PC * PMAT * AUPC * BUM UB UN RPN MOA MWS * DSF BWN BWON BERI NXN VTRL CLND MMD NRT NSC * CBT CMI CRV MOTI MXM RELP SACA TELE TRC * LCCG * STAG STMH * FSA MC MD SF SAMF * SS * AD WN CJ CO * CMHA CSAA ISC OPC MHPA STU SSA SMHD * DAUT TBS MST * ACC DP NOE * HS AOSS PEER EMP * HAEC HEOH SAE TCC ICO GCO FCO * SMPD * CHLD ADLT * FEM MALE * AH * VPPD * CM MHS SSD TA IPC SPS
WellStone Inc,,4040 Memorial Parkway SW,,Huntsville,AL,35802,256-533-1970,256-705-6444,,,,SA DT SUMH * OP OD OIT OMB ORT * BU NU * PMAT * AUPC * UB UN * BWN BWON BERI NXN VTRL CLND MMD NRT * ANG BIA CBT MOTI RELP SACA TELE TRC TWFA * LCCG * STAG STMH * FSA MC MD MI PI SF SAMF * SS * AD * CMHA CSAA ISC OPC MHPA STU SSA SMHD PIEC * BABA DAOF DAUT TBS * ACC DP NOE OFD * HS AOSS PEER EMP * TGD * ADTX BDTX CDTX MDTX ODTX MDET * HAEC TAEC HEOH SAE TCC ICO GCO FCO VOC * SMPD * CHLD ADLT * FEM MALE * AH * VPPD * CM DVFP MHS SSD TA SPS
New Hope Detox,Jackson Medical Center,220 Hospital Drive,,Jackson,AL,36545,251-246-1213,,,,,SA DT * HI HID HIT * GH * PC * ACMA PMAT * AURPE AUPC * MOA DLC MWS * MHCV CLND MMD NRT * ANG BIA CBT CMI CRV MOTI MXM RELP SACA TRC TWFA * LCCG * HLA SOTP * ITU MC MD MI PI SF SI * PA SS * AD TAY WN MN SE GL VET ADM MF CJ CO COPSU HV XA DV TRMA * CSAA ISC OPC MHPA STU SSA PIEC * BABA DAUT HIVT STDT TBS HBT HCT * ACC DP NOE OFD * SHG HS AOSS RC PEER EMP * ADTX BDTX CDTX MDTX ODTX MDET * HAEC TAEC HEOH SAE TCC ICO GCO FCO * HAV HBV * SMPD * ADLT SNR * FEM MALE * VPPD * CM DVFP SSD TA IPC SPS
Health Connect America,,1700 5th Avenue South,,Jasper,AL,35501,205-530-6007,,,,,SA SUMH * OP ORT * PC * ACMA * AUPC * MOA * ANG BIA CBT MOTI RELP SACA TELE TRC * PVTP * STAG STMH COA * MD PI SF * PA SS * CSAA ISC OPC STU SSA SMHD PIEC * DAOF DAUT TBS * ACC DP OFD * HS AOSS EMP * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO * SMON * CHLD ADLT * FEM MALE * AH * VAPN * CM MHS SSD SPS
Kolbe Clinic,Jasper,3400 Highway 78 East,Suite 200,Jasper,AL,35501,205-512-1015,888-310-9011,,,,SA DT SUMH * OP OD OMB * BU NU * PMAT * AUINPE * BUM UB * BWN * ANG BIA CBT CMI MOTI RELP SACA TELE TWFA * PVTP * STMH * FSA SF SI * SS * CSAA OPC MHPA STU SSA SMHD * DAUT HIVT HCT * ACC DP NOE * AOSS PEER * TGD * BDTX CDTX MDTX ODTX MDET * SAE ICO * SMON * YAD ADLT * FEM MALE * OUDO * VAPN * CM
MedPlex Inc Jasper,,1508 Highway 78 East,Suite 108,Jasper,AL,35501,205-295-5237,,205-731-9090,,,SA * OP OMB * BU * NAUT * BUM UB * BWN BWON * SACA * PVTP * SF * CSAA SSA * DAOF DAUT * ACC NOE * SAE ICO * SMPD * YAD ADLT * FEM MALE * OUDO * VAPP
Northwest Alabama Mental Health Ctr,Awakening Recovery,593 Highway 78 West,Parkland Shopping Center,Jasper,AL,35501,205-487-2124,,,,,SA SUMH * OP ORT * RPE * ACMA * AUPC * MOA * ANG BIA CBT CMI MOTI MXM RELP SACA TELE TRC TWFA * PVTN * STAG STMH STDH FQHC * FSA MC MD MI PI SF SI SAMF * SS * AD * CSAA ISC STU SSA SMHD * DAOF DAUT TBS * ACC DP OFD * PEER * TOD * HAEC SAE ICO GCO * SMPD * CHLD ADLT * FEM MALE * AH * VPPD * CM MHS SPS
Walker Recovery Center Inc,,2195 North Airport Road,,Jasper,AL,35504,205-221-1799,205-221-1796,,,,SA DT SUMH * OP OD OMB ORT * MU * NAUT * OTP MM * METH MMD * ANG CBT RELP SACA TRC TWFA * PVTP * STAG STMH CARF SOTP DEA * MC MD PI SF * WN PW MN CO XA DV TRMA * CSAA MHPA SSA SMHD * BABA DAOF DAUT TBS * DP OFD * PEER * ODTX MDET * HAEC TAEC HEOH SAE TCC ICO GCO * SMOP * YAD ADLT * FEM MALE * OUDO * VAPP * CM MHS SSD
West Alabama Mental Health Center,Sumter County,110 Hospital Drive,Suite 101,Livingston,AL,35470,205-652-6731,800-239-2901,334-289-2410,,,SA * OP ORT * RPE PC * ACMA * AURPE AUPC * MOA * MMD * ANG BIA CBT CMI CRV MOTI RELP SACA TELE TRC * PVTN * STAG STMH STDH * FSA MD MI PI SF SI * PA SS * WN MN CO * CMHA CSAA ISC OPC STU SSA SMHD * DAUT TBS * ACC DP * SHG HS AOSS PEER EMP * SAE ICO GCO FCO MCO * SMON * YAD ADLT * FEM MALE * AH * VAPN * CM MHS SSD
Bradford Health Services,Madison Residential Facility,1600 Browns Ferry Road,,Madison,AL,35758,256-461-7272,888-762-3740,,,,SA DT * HI RES HID HIT RD RL RS * BU NU * INPE RPE PC * ACMA PMAT * AUINPE AURPE AUPC * DB OTP UB UN RPN MOA DLC * ACM DSF BSDM BWN BWON BERI NXN VTRL MHIV MHCV LFXD CLND MMD MPEP NRT NSC * ANG BIA CBT CMI CRV MOTI MXM RELP SACA TELE TRC TWFA * PVTP * STAG STMH JC SOTP DEA * FSA MD MI PI SF SAMF * TAY WN MN VET ADM MF TRMA * CMHA CSAA OPC MHPA STU SSA * BABA DAOF DAUT HIVT STDT TBS MST HBT HCT * ACC DP NOE OFD * SHG PEER * TGD * ADTX BDTX CDTX MDTX ODTX MDET * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO * SMPD * YAD ADLT * FEM MALE * VPPD * CM SPS
AltaPointe Health Systems Inc,AltaPointe Medication Assisted Trt,4211 Government Boulevard,,Mobile,AL,36693,251-666-2569,251-450-2211,,,,SA SUMH * OP OIT OMB ORT * MU BU NU * INPE * PMAT * AUINPE * BUM OTP MM UB UN MOA MWS * ACM DSF METH BWN BERI NXN VTRL NRT * ANG CBT CMI MOTI RELP SACA TELE TRC TWFA * PVTN * STAG STMH JC SOTP * FSA MD SF SAMF * SS * TAY WN PW MN CJ HV XA TRMA * CMHA CSAA ISC OPC MHPA STU SSA SMHD * BABA DAUT HIVT STDT TBS HBT HCT * ACC DP NOE OFD * HS AOSS PEER EMP * HAEC TAEC HEOH SAE TCC ICO GCO FCO * SMPD * YAD ADLT * FEM MALE * AH * VPPD * CM DVFP EIH MHS SSD TA SPS
BHG Mobile Treatment Center,ECD Program Inc,808 Downtowner Loop West,,Mobile,AL,36609,251-341-9504,,,,,SA DT SUMH * OP OD OIT OMB ORT * MU BU NU * NAUT * DB BUM OTP DM MM MWS * METH BWN BWON BERI * ANG BIA CBT CMI MOTI MXM RELP SACA TELE TRC TWFA * PVTP * STAG STMH CARF FQHC SOTP DEA * FSA MC MD SF SAMF * PA SS * TAY WN PW MN SE GL VET ADM MF CJ CO HV XA DV TRMA * CMHA CSAA ISC OPC MHPA STU SSA SMHD * BABA DAOF DAUT HIVT STDT TBS * ACC DP NOE OFD * HS AOSS PEER EMP * TOD * ADTX BDTX CDTX MDTX ODTX MDET * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO VOC * SMON * YAD ADLT * FEM MALE * OUDO * AH * VAPN * CM DVFP EIH MHS SSD TA SPS
Bradford Health Services,Mobile Regional Facility,1000 Hillcrest Road,Suite 304,Mobile,AL,36695,251-295-9717,888-762-3740,,,,SA * OP OIT OMB ORT * BU NU * INPE RPE PC * ACMA PMAT * AUINPE AURPE AUPC * BUM UB UN RPN MOA * ACM BSDM BWN BWON BERI NXN VTRL MMD NRT * ANG BIA CBT CMI CRV MOTI MXM RELP SACA TELE TRC TWFA * PVTP * STAG STMH JC * PI SF * WN MN * CSAA OPC MHPA STU SSA * BABA DAUT TBS * ACC DP NOE OFD * SHG PEER * TGD * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO * SMPD * YAD ADLT * FEM MALE * VPPD * CM SPS
Bridge Inc,Mobile Addictions Treatment Center,722 Downtowner Loop West,,Mobile,AL,36609,251-338-1780 x7052,,,,,SA * OP ORT * NMAUT * NMOA * ANG CBT MOTI RELP SACA TELE TRC * PVTN * STAG STMH * FSA MD PI SAMF * PA * AD CJ CO TRMA * CSAA ISC OPC STU SSA * DAUT TBS * ACC DP NOE OFD * HS AOSS * HAEC TAEC HEOH SAE TCC ICO GCO FCO * SMON * CHLD YAD ADLT * FEM MALE * AH * VAPN * CM EIH SSD SPS
CCBHC at Vets Recover,,1156 Springhill Avenue,,Mobile,AL,36604,251-405-3677,,,,,SA SUMH * OP OIT ORT * NMAUT * NMOA * MMD * ANG BIA CBT MOTI RELP SACA TELE TRC * PVTN * STAG STMH STDH * FSA MD MI PI SF SAMF * PA SS * WN MN VET * CSAA ISC OPC MHPA STU SSA SMHD PIEC * MST * ACC DP OFD * HS AOSS PEER EMP * TOD * HAEC HEOH SAE TCC ICO GCO FCO MCO VOC * SMPD * ADLT SNR * FEM MALE * SP * VPPD * CM CCC MHS TA IPC SPS
Insight Treatment Program Inc,,574 Azalea Road,Suite 109,Mobile,AL,36609,251-473-6093,,800-530-6288,,,SA * OP ORT * PC * ACMA * AUPC * MOA * ANG BIA CBT MOTI MXM RELP SACA TELE TRC * PVTN * STAG STMH * FSA SF SAMF * PA * DV * CSAA ISC OPC STU SSA SMHD * TBS * ACC DP OFD * AOSS PEER * TGD * HAEC TAEC SAE TCC ICO GCO FCO MCO * SMOP * YAD ADLT * FEM MALE * DU * AH * VAPP * CM DVFP SSD SPS
